max_spieltag,n_matches,reg_slope,reg_ci_lo,reg_ci_hi,reg_r2,t_p07,t_p02,t_p08,t_p05,t_p01,t_p03,t_p11,t_p10,t_p09,t_p06,t_p04
4,32,-0.6582,-1.5016,0.1852,0.2322,1.1788,-0.0989,2.49,0.551,1.8434,0.3036,2.4663,-0.098,1.4302,1.8688,3.1388
